id1	id2	k_ibd1	k_ibd2	most_probable	probability	degree
15001008	15040019	0.0066	0.0	4th	0.9999981541118816	4th
15001008	15009011	0.0049	0.0	4th	0.9999983781085944	4th
15001008	15041001	0.0089	0.0	4th	0.9999978010342703	4th
15001008	15328006	0.0177	0.0	4th	0.9999957041331043	4th
15001008	15297002	0.0182	0.0	4th	0.9999955375294639	4th
15001009	15537009	0.0112	0.0	4th	0.9999973804208903	4th
15001009	15161013	0.0204	0.0	4th	0.9999947242607218	4th
15001009	15041048	0.0077	0.0	4th	0.9999979929441272	4th
15001009	15193003	0.0061	0.0	4th	0.9999982230271723	4th
15001009	15254002	0.0096	0.0	4th	0.9999976807216543	4th
15001009	15386002	0.0164	0.0	4th	0.9999961087692334	4th
15001009	15553003	0.0092	0.0	4th	0.9999977502554446	4th
15001009	15162003	0.0093	0.0	4th	0.9999977330699186	4th
15001009	15537008	0.011	0.0	4th	0.9999974199882216	4th
15001009	15386001	0.0383	0.0	4th	0.9999794004386399	4th
15001009	15426001	0.0043	0.0	4th	0.9999984504975651	4th
15001009	15328010	0.0068	0.0	4th	0.9999981258031266	4th
15001009	15357001	0.0187	0.0	4th	0.9999953644645797	4th
15001009	15553001	0.0103	0.0	4th	0.9999975538263571	4th
15001009	15537020	0.0099	0.0	4th	0.9999976271645594	4th
15001009	15537022	0.0137	0.0	4th	0.9999968314952172	4th
15001009	15197002	0.0055	0.0	4th	0.9999983023377935	4th
15001009	15254050	0.0044	0.0	4th	0.9999984386610954	4th
15001009	15135003	0.0068	0.0	4th	0.9999981258031266	4th
15001009	15031044	0.0081	0.0	4th	0.9999979309112013	4th
15001009	15197003	0.0077	0.0	4th	0.9999979929441272	4th
15001009	15542003	0.0086	0.0	4th	0.9999978506669731	4th
15001009	15547001	0.0112	0.0	4th	0.9999973804208903	4th
15001009	15542002	0.0061	0.0	4th	0.9999982230271723	4th
15001009	15162002	0.0073	0.0	4th	0.9999980531172602	4th
15001009	15254052	0.0052	0.0	4th	0.999998340655628	4th
15001009	15238003	0.0103	0.0	4th	0.9999975538263571	4th
15001009	15532007	0.0084	0.0	4th	0.9999978831315056	4th
15001009	15552004	0.0111	0.0	4th	0.9999974002798306	4th
15001009	15009011	0.0053	0.0	4th	0.9999983279800899	4th
15001009	15104003	0.0088	0.0	4th	0.9999978177045619	4th
15001009	15542001	0.0052	0.0	4th	0.999998340655628	4th
15001009	15547002	0.012	0.0	4th	0.9999972159897184	4th
15001010	15161013	0.0238	0.0	4th	0.9999931663922481	4th
15001010	15009004	0.0043	0.0	4th	0.9999984504975651	4th
15001010	15041048	0.0052	0.0	4th	0.999998340655628	4th
15001010	15112001	0.0071	0.0	4th	0.9999980825238948	4th
15001010	15009003	0.0056	0.0	4th	0.9999982893695504	4th
15001010	15254002	0.0135	0.0	4th	0.9999968793537493	4th
15001010	15386002	0.0104	0.0	4th	0.9999975351403367	4th
15001010	15154003	0.0113	0.0	4th	0.9999973604102502	4th
15001010	15166006	0.0045	0.0	4th	0.9999984267342084	4th
15001010	15166008	0.0079	0.0	4th	0.9999979621636899	4th
15001010	15541016	0.0096	0.0	4th	0.9999976807216543	4th
15001010	15154001	0.008	0.0	4th	0.9999979465969019	4th
15001010	15386001	0.03	0.0	4th	0.9999890464848512	4th
15001010	15426001	0.0061	0.0	4th	0.9999982230271723	4th
15001010	15328010	0.008	0.0	4th	0.9999979465969019	4th
15001010	15357001	0.0064	0.0	4th	0.9999981819930485	4th
15001010	15045049	0.0079	0.0	4th	0.9999979621636899	4th
15001010	15552005	0.0078	0.0	4th	0.9999979776124668	4th
15001010	15009023	0.0043	0.0	4th	0.9999984504975651	4th
15001010	15186003	0.0074	0.0	4th	0.9999980382452544	4th
15001010	15197002	0.0067	0.0	4th	0.9999981400113601	4th
15001010	15541015	0.0098	0.0	4th	0.9999976451529489	4th
15001010	15254001	0.0064	0.0	4th	0.9999981819930485	4th
15001010	15197003	0.004	0.0	4th	0.9999984854712992	4th
15001010	15031006	0.0137	0.0	4th	0.9999968314952172	4th
15001010	15045047	0.005	0.0	4th	0.9999983657191546	4th
15001010	15186002	0.0064	0.0	4th	0.9999981819930485	4th
15001010	15031010	0.0125	0.0	4th	0.9999971080191998	4th
15001010	15238003	0.0154	0.0	4th	0.9999963938990846	4th
15001010	15552006	0.0082	0.0	4th	0.9999979151056797	4th
15001010	15009038	0.0062	0.0	4th	0.9999982094530858	4th
15001010	15022064	0.008	0.0	4th	0.9999979465969019	4th
15001010	15112005	0.0096	0.0	4th	0.9999976807216543	4th
15001010	15009035	0.0043	0.0	4th	0.9999984504975651	4th
15001010	15031001	0.0087	0.0	4th	0.9999978342484768	4th
15001010	15186001	0.0059	0.0	4th	0.9999982498674119	4th
15001010	15166005	0.0062	0.0	4th	0.9999982094530858	4th
15001010	15219002	0.0064	0.0	4th	0.9999981819930485	4th
15001010	15031003	0.0064	0.0	4th	0.9999981819930485	4th
15001011	15537009	0.0098	0.0	4th	0.9999976451529489	4th
15001011	15161013	0.0302	0.0	4th	0.999988878502022	4th
15001011	15041048	0.0091	0.0	4th	0.9999977673106881	4th
15001011	15254002	0.0057	0.0	4th	0.9999982763022446	4th
15001011	15386002	0.0042	0.0	4th	0.999998462244303	4th
15001011	15553003	0.0074	0.0	4th	0.9999980382452544	4th
15001011	15154003	0.0092	0.0	4th	0.9999977502554446	4th
15001011	15166006	0.0058	0.0	4th	0.9999982631351192	4th
15001011	15166008	0.0079	0.0	4th	0.9999979621636899	4th
15001011	15537008	0.0092	0.0	4th	0.9999977502554446	4th
15001011	15043015	0.0057	0.0	4th	0.9999982763022446	4th
15001011	15154001	0.008	0.0	4th	0.9999979465969019	4th
15001011	15386001	0.008	0.0	4th	0.9999979465969019	4th
15001011	15426001	0.0077	0.0	4th	0.9999979929441272	4th
15001011	15357001	0.0078	0.0	4th	0.9999979776124668	4th
15001011	15003015	0.0074	0.0	4th	0.9999980382452544	4th
15001011	15553001	0.0114	0.0	4th	0.9999973402467519	4th
15001011	15537020	0.011	0.0	4th	0.9999974199882216	4th
15001011	15537022	0.0122	0.0	4th	0.9999971732938535	4th
15001011	15197002	0.0107	0.0	4th	0.9999974782214666	4th
15001011	15254050	0.0044	0.0	4th	0.9999984386610954	4th
15001011	15197003	0.0051	0.0	4th	0.9999983532350736	4th
15001011	15547001	0.0099	0.0	4th	0.9999976271645594	4th
15001011	15396001	0.0073	0.0	4th	0.9999980531172602	4th
15001011	15254052	0.0051	0.0	4th	0.9999983532350736	4th
15001011	15043016	0.007	0.0	4th	0.9999980970602261	4th
15001011	15001013	0.0178	0.0	4th	0.9999956713175652	4th
15001011	15238003	0.0115	0.0	4th	0.9999973199292275	4th
15001011	15328007	0.0147	0.0	4th	0.999996580965422	4th
15001011	15552006	0.0037	0.0	4th	0.9999985196556441	4th
15001011	15297001	0.0171	0.0	4th	0.9999958958676355	4th
15001011	15532007	0.0094	0.0	4th	0.9999977157531146	4th
15001011	15552004	0.0071	0.0	4th	0.9999980825238948	4th
15001011	15009011	0.005	0.0	4th	0.9999983657191546	4th
15001011	15104003	0.0075	0.0	4th	0.9999980232596433	4th
15001011	15328006	0.0124	0.0	4th	0.9999971299432023	4th
15001011	15166005	0.0077	0.0	4th	0.9999979929441272	4th
15001011	15219002	0.0103	0.0	4th	0.9999975538263571	4th
15001011	15547002	0.0121	0.0	4th	0.9999971947230125	4th
15001011	15297002	0.0175	0.0	4th	0.9999957690197524	4th
15001013	15009004	0.0066	0.0	4th	0.9999981541118816	4th
15001013	15009003	0.0072	0.0	4th	0.9999980678765222	4th
15001013	15254002	0.0149	0.0	4th	0.9999965285307937	4th
15001013	15386002	0.0161	0.0	4th	0.9999961965977874	4th
15001013	15162003	0.0073	0.0	4th	0.9999980531172602	4th
15001013	15541016	0.0117	0.0	4th	0.9999972788273851	4th
15001013	15386001	0.0451	0.0	4th	0.999965438967706	4th
15001013	15328010	0.0059	0.0	4th	0.9999982498674119	4th
15001013	15357001	0.009	0.0	4th	0.9999977842366367	4th
15001013	15045049	0.0087	0.0	4th	0.9999978342484768	4th
15001013	15537015	0.0052	0.0	4th	0.999998340655628	4th
15001013	15537016	0.0051	0.0	4th	0.9999983532350736	4th
15001013	15009023	0.0052	0.0	4th	0.999998340655628	4th
15001013	15537017	0.0051	0.0	4th	0.9999983532350736	4th
15001013	15537001	0.0078	0.0	4th	0.9999979776124668	4th
15001013	15539009	0.009	0.0	4th	0.9999977842366367	4th
15001013	15040004	0.0073	0.0	4th	0.9999980531172602	4th
15001013	15541015	0.0096	0.0	4th	0.9999976807216543	4th
15001013	15008010	0.0115	0.0	4th	0.9999973199292275	4th
15001013	15135003	0.007	0.0	4th	0.9999980970602261	4th
15001013	15031044	0.0081	0.0	4th	0.9999979309112013	4th
15001013	15192014	0.0039	0.0	4th	0.9999984969529024	4th
15001013	15031006	0.0154	0.0	4th	0.9999963938990846	4th
15001013	15045047	0.0087	0.0	4th	0.9999978342484768	4th
15001013	15542003	0.0094	0.0	4th	0.9999977157531146	4th
15001013	15542002	0.0082	0.0	4th	0.9999979151056797	4th
15001013	15162002	0.0092	0.0	4th	0.9999977502554446	4th
15001013	15027004	0.0077	0.0	4th	0.9999979929441272	4th
15001013	15031010	0.0106	0.0	4th	0.9999974973389859	4th
15001013	15238003	0.0154	0.0	4th	0.9999963938990846	4th
15001013	15001021	0.0194	0.0	4th	0.9999951108399087	4th
15001013	15112003	0.0073	0.0	4th	0.9999980531172602	4th
15001013	15009038	0.0096	0.0	4th	0.9999976807216543	4th
15001013	15022064	0.016	0.0	4th	0.9999962254312168	4th
15001013	15009035	0.0042	0.0	4th	0.999998462244303	4th
15001013	15031001	0.0075	0.0	4th	0.9999980232596433	4th
15001013	15542001	0.004	0.0	4th	0.9999984854712992	4th
15001013	15031003	0.0079	0.0	4th	0.9999979621636899	4th
15001016	15147003	0.0277	0.0	4th	0.9999908052264679	4th
15001016	15199002	0.0097	0.0	4th	0.9999976630049692	4th
15001016	15040016	0.0046	0.0	4th	0.9999984147162133	4th
15001016	15041089	0.012	0.0	4th	0.9999972159897184	4th
15001016	15369006	0.0046	0.0	4th	0.9999984147162133	4th
15001016	15386002	0.0218	0.0	4th	0.9999941311636963	4th
15001016	15310005	0.0112	0.0	4th	0.9999973804208903	4th
15001016	15041005	0.0068	0.0	4th	0.9999981258031266	4th
15001016	15540002	0.0109	0.0	4th	0.9999974395472041	4th
15001016	15411002	0.0254	0.0	4th	0.999992281579449	4th
15001016	15328010	0.0132	0.0	4th	0.9999969497895755	4th
15001016	15199003	0.007	0.0	4th	0.9999980970602261	4th
15001016	15127004	0.0144	0.0	4th	0.9999966581361219	4th
15001016	15410002	0.0069	0.0	4th	0.9999981114863584	4th
15001016	15041009	0.0076	0.0	4th	0.9999980081595589	4th
15001016	15411001	0.0163	0.0	4th	0.9999961382684847	4th
15001016	15041003	0.009	0.0	4th	0.9999977842366367	4th
15001016	15147002	0.0238	0.0	4th	0.9999931663922481	4th
15001016	15186002	0.0083	0.0	4th	0.999997899179422	4th
15001016	15001021	0.005	0.0	4th	0.9999983657191546	4th
15001016	15186004	0.006	0.0	4th	0.9999982364983544	4th
15001016	15328002	0.0095	0.0	4th	0.99999769830403	4th
15001016	15540001	0.0118	0.0	4th	0.9999972580406871	4th
15001016	15006027	0.0076	0.0	4th	0.9999980081595589	4th
15001016	15040019	0.0076	0.0	4th	0.9999980081595589	4th
15001016	15041001	0.0089	0.0	4th	0.9999978010342703	4th
15001016	15061004	0.0041	0.0	4th	0.9999984739019894	4th
15001016	15192008	0.0051	0.0	4th	0.9999983532350736	4th
15001021	15533006	0.0057	0.0	4th	0.9999982763022446	4th
15001021	15161013	0.0273	0.0	4th	0.9999910808911776	4th
15001021	15549007	0.011	0.0	4th	0.9999974199882216	4th
15001021	15193003	0.0115	0.0	4th	0.9999973199292275	4th
15001021	15254002	0.0147	0.0	4th	0.999996580965422	4th
15001021	15137004	0.0103	0.0	4th	0.9999975538263571	4th
15001021	15553003	0.0075	0.0	4th	0.9999980232596433	4th
15001021	15166006	0.0087	0.0	4th	0.9999978342484768	4th
15001021	15166007	0.0106	0.0	4th	0.9999974973389859	4th
15001021	15166008	0.0191	0.0	4th	0.9999952211925114	4th
15001021	15043015	0.0042	0.0	4th	0.999998462244303	4th
15001021	15357001	0.012	0.0	4th	0.9999972159897184	4th
15001021	15552005	0.0124	0.0	4th	0.9999971299432023	4th
15001021	15553001	0.0127	0.0	4th	0.999997063667493	4th
15001021	15193002	0.0084	0.0	4th	0.9999978831315056	4th
15001021	15197002	0.0168	0.0	4th	0.9999959885015495	4th
15001021	15537025	0.0154	0.0	4th	0.9999963938990846	4th
15001021	15254050	0.0099	0.0	4th	0.9999976271645594	4th
15001021	15533003	0.0099	0.0	4th	0.9999976271645594	4th
15001021	15396001	0.004	0.0	4th	0.9999984854712992	4th
15001021	15254052	0.0106	0.0	4th	0.9999974973389859	4th
15001021	15114002	0.004	0.0	4th	0.9999984854712992	4th
15001021	15011017	0.0051	0.0	4th	0.9999983532350736	4th
15001021	15538001	0.0095	0.0	4th	0.99999769830403	4th
15001021	15043016	0.0055	0.0	4th	0.9999983023377935	4th
15001021	15004005	0.0051	0.0	4th	0.9999983532350736	4th
15001021	15011005	0.0039	0.0	4th	0.9999984969529024	4th
15001021	15552006	0.0097	0.0	4th	0.9999976630049692	4th
15001021	15297001	0.0194	0.0	4th	0.9999951108399087	4th
15001021	15549006	0.0107	0.0	4th	0.9999974782214666	4th
15001021	15009011	0.0051	0.0	4th	0.9999983532350736	4th
15001021	15142002	0.0133	0.0	4th	0.9999969264894064	4th
15001021	15166005	0.0098	0.0	4th	0.9999976451529489	4th
15001021	15103001	0.0101	0.0	4th	0.9999975907744986	4th
15001021	15219002	0.0076	0.0	4th	0.9999980081595589	4th
15001021	15297002	0.0124	0.0	4th	0.9999971299432023	4th
15002002	15121004	0.0316	0.0	4th	0.9999876282346893	4th
15002002	15532016	0.0918	0.0	4th	0.9987936404980982	4th
15002002	15532001	0.2989	0.0	3rd	0.9998690662377182	3rd
15002002	15532004	0.0719	0.0	4th	0.9997344135888973	4th
15002002	15166006	0.008	0.0	4th	0.9999979465969019	4th
15002002	15166008	0.009	0.0	4th	0.9999977842366367	4th
15002002	15542004	0.0095	0.0	4th	0.99999769830403	4th
15002002	15532005	0.083	0.0	4th	0.9993821268931667	4th
15002002	15105004	0.0085	0.0	4th	0.9999978669610015	4th
15002002	15121001	0.0125	0.0	4th	0.9999971080191998	4th
15002002	15537021	0.0224	0.0	4th	0.9999938569872325	4th
15002002	15537022	0.0392	0.0	4th	0.9999779401959775	4th
15002002	15189004	0.0076	0.0	4th	0.9999980081595589	4th
15002002	15537023	0.0543	0.0	4th	0.9999303975628402	4th
15002002	15537024	0.0399	0.0	4th	0.9999767332571431	4th
15002002	15385001	0.0068	0.0	4th	0.9999981258031266	4th
15002002	15542002	0.0089	0.0	4th	0.9999978010342703	4th
15002002	15166004	0.0044	0.0	4th	0.9999984386610954	4th
15002002	15231001	0.0099	0.0	4th	0.9999976271645594	4th
15002002	15372003	0.0067	0.0	4th	0.9999981400113601	4th
15002002	15532007	0.089	0.0	4th	0.9990249218027515	4th
15002002	15532002	0.1717	0.0	4th	0.6544497834077568	4th
15002002	15195003	0.0055	0.0	4th	0.9999983023377935	4th
15002002	15002013	0.2566	0.0	3rd	0.9970474086567077	3rd
15002002	15377002	0.0076	0.0	4th	0.9999980081595589	4th
15002002	15541003	0.0071	0.0	4th	0.9999980825238948	4th
15002002	15231002	0.0109	0.0	4th	0.9999974395472041	4th
15002002	15542001	0.0091	0.0	4th	0.9999977673106881	4th
15002002	15532013	0.1104	0.0	4th	0.9950504938563425	4th
15002002	15532003	0.1468	0.0	4th	0.9264581264368844	4th
15002002	15385002	0.0105	0.0	4th	0.9999975163115765	4th
15002003	15121004	0.0397	0.0	4th	0.9999770846816135	4th
15002003	15532016	0.0962	0.0	4th	0.9983146695530394	4th
15002003	15532001	0.2736	0.0	3rd	0.9991882508569444	3rd
15002003	15532004	0.0712	0.0	4th	0.9997481874509004	4th
15002003	15137004	0.0103	0.0	4th	0.9999975538263571	4th
15002003	15166006	0.0079	0.0	4th	0.9999979621636899	4th
15002003	15310005	0.0124	0.0	4th	0.9999971299432023	4th
15002003	15166008	0.0058	0.0	4th	0.9999982631351192	4th
15002003	15532005	0.0412	0.0	4th	0.999974313877788	4th
15002003	15121001	0.0182	0.0	4th	0.9999955375294639	4th
15002003	15003015	0.0069	0.0	4th	0.9999981114863584	4th
15002003	15537021	0.0164	0.0	4th	0.9999961087692334	4th
15002003	15537022	0.034	0.0	4th	0.9999851492372565	4th
15002003	15189004	0.0078	0.0	4th	0.9999979776124668	4th
15002003	15537023	0.055	0.0	4th	0.9999265896563041	4th
15002003	15537024	0.0348	0.0	4th	0.9999842170659121	4th
15002003	15385001	0.0063	0.0	4th	0.9999981957753085	4th
15002003	15136050	0.0061	0.0	4th	0.9999982230271723	4th
15002003	15136003	0.0048	0.0	4th	0.9999983904041103	4th
15002003	15231001	0.0118	0.0	4th	0.9999972580406871	4th
15002003	15111004	0.0126	0.0	4th	0.9999970859277232	4th
15002003	15022055	0.0089	0.0	4th	0.9999978010342703	4th
15002003	15111053	0.0074	0.0	4th	0.9999980382452544	4th
15002003	15532007	0.0796	0.0	4th	0.9995229179543708	4th
15002003	15532002	0.1122	0.0	4th	0.9943280153530528	4th
15002003	15120001	0.0046	0.0	4th	0.9999984147162133	4th
15002003	15137002	0.0137	0.0	4th	0.9999968314952172	4th
15002003	15120005	0.0046	0.0	4th	0.9999984147162133	4th
15002003	15195003	0.0055	0.0	4th	0.9999983023377935	4th
15002003	15002013	0.282	0.0	3rd	0.9995707188609187	3rd
15002003	15377002	0.0094	0.0	4th	0.9999977157531146	4th
15002003	15541003	0.0099	0.0	4th	0.9999976271645594	4th
15002003	15231002	0.0096	0.0	4th	0.9999976807216543	4th
15002003	15533008	0.0086	0.0	4th	0.9999978506669731	4th
15002003	15136002	0.0044	0.0	4th	0.9999984386610954	4th
15002003	15006005	0.0097	0.0	4th	0.9999976630049692	4th
15002003	15532013	0.0942	0.0	4th	0.9985522620988335	4th
15002003	15194003	0.0047	0.0	4th	0.9999984026064145	4th
15002003	15532003	0.17	0.0	4th	0.6830934262965597	4th
15002003	15385002	0.0058	0.0	4th	0.9999982631351192	4th
15002003	15533010	0.0089	0.0	4th	0.9999978010342703	4th
15002004	15121004	0.0701	0.0	4th	0.9997684034993908	4th
15002004	15011022	0.0041	0.0	4th	0.9999984739019894	4th
15002004	15532016	0.1965	0.0028	3rd	0.7901339491763599	3rd
15002004	15532004	0.15	0.0	4th	0.9080452944033972	4th
15002004	15105001	0.0074	0.0	4th	0.9999980382452544	4th
15002004	15166006	0.0091	0.0	4th	0.9999977673106881	4th
15002004	15310005	0.0149	0.0	4th	0.9999965285307937	4th
15002004	15166008	0.009	0.0	4th	0.9999977842366367	4th
15002004	15542004	0.0077	0.0	4th	0.9999979929441272	4th
15002004	15532005	0.1201	0.0	4th	0.9897009230986948	4th
15002004	15121001	0.0338	0.0	4th	0.9999853735473253	4th
15002004	15003015	0.0079	0.0	4th	0.9999979621636899	4th
15002004	15537021	0.0201	0.0	4th	0.9999948433387086	4th
15002004	15537022	0.0455	0.0	4th	0.9999643708110916	4th
15002004	15537023	0.0789	0.0	4th	0.9995476554556352	4th
15002004	15537024	0.0515	0.0	4th	0.9999437539031409	4th
15002004	15385001	0.0115	0.0	4th	0.9999973199292275	4th
15002004	15136050	0.0046	0.0	4th	0.9999984147162133	4th
15002004	15136003	0.0061	0.0	4th	0.9999982230271723	4th
15002004	15542002	0.0077	0.0	4th	0.9999979929441272	4th
15002004	15166004	0.0058	0.0	4th	0.9999982631351192	4th
15002004	15231001	0.0134	0.0	4th	0.9999969030112509	4th
15002004	15014032	0.0115	0.0	4th	0.9999973199292275	4th
15002004	15372003	0.0099	0.0	4th	0.9999976271645594	4th
15002004	15532007	0.1983	0.0	3rd	0.7998837385186105	3rd
15002004	15532002	0.3374	0.0	3rd	0.9947712769411514	3rd
15002004	15195003	0.0054	0.0	4th	0.999998315207725	4th
15002004	15377002	0.0111	0.0	4th	0.9999974002798306	4th
15002004	15541003	0.0114	0.0	4th	0.9999973402467519	4th
15002004	15231002	0.0111	0.0	4th	0.9999974002798306	4th
15002004	15533008	0.0077	0.0	4th	0.9999979929441272	4th
15002004	15136002	0.0077	0.0	4th	0.9999979929441272	4th
15002004	15006005	0.0173	0.0	4th	0.9999958329263284	4th
15002004	15542001	0.0091	0.0	4th	0.9999977673106881	4th
15002004	15532013	0.2175	0.0	3rd	0.9451459040461062	3rd
15002004	15194003	0.0088	0.0	4th	0.9999978177045619	4th
15002004	15541004	0.0148	0.0	4th	0.9999965548478618	4th
