id1 id2 k_ibd1 k_ibd2 n predicted_degree most_probable probability
HMB499 HMB2976 0.2917 0.0054 52.0 3rd 3rd 0.9389620611973782
HMB499 HMB2996 0.2815 0.0017 54.0 3rd 3rd 0.892821378796049
HMB499 HMB2998 0.218 0.0012 51.0 4th 4th 0.7910206961767279
HMB500 HMB530 0.4744 0.0058 72.0 2nd MHS 0.9917560522811213
HMB500 HMB678 0.5763 0.0071 72.0 2nd MHS 0.9931740060305807
HMB500 HMB773 0.4982 0.0697 71.0 2nd+ 2nd+ 0.9987078416927665
HMB500 HMB775 0.2866 0.0014 57.0 3rd 3rd 0.9161766757099766
HMB500 HMB776 0.2851 0.0013 53.0 3rd 3rd 0.9095819256181649
HMB500 HMB779 0.2301 0.0 50.0 4th 4th 0.6669993291768972
HMB500 HMB780 0.2838 0.0028 52.0 3rd 3rd 0.9057270721985288
HMB500 HMB866 0.3048 0.0188 64.0 3rd 3rd 0.9748908619836264
HMB500 HMB868 0.2882 0.0113 62.0 3rd 3rd 0.9333777123721054
HMB500 HMB869 0.3158 0.0011 71.0 3rd 3rd 0.9814591597560172
HMB500 HMB999 0.2644 0.001 60.0 3rd 3rd 0.765189616010806
HMB500 HMB1047 0.5279 0.0 69.0 2nd AV 0.99816648802676
HMB500 HMB1050 0.5378 0.0078 75.0 2nd AV 0.9983484519965882
HMB500 HMB1051 0.5631 0.0185 61.0 2nd AV 0.9035066585490145
HMB500 HMB2101 0.2822 0.0031 69.0 3rd 3rd 0.8985023938177621
HMB500 HMB2102 0.3312 0.0107 71.0 3rd 3rd 0.9929481855459217
HMB500 HMB2183 0.6524 0.0072 49.0 2nd PHS 0.9407524832633453
HMB500 HMB2184 0.374 0.0068 47.0 3rd 3rd 0.99212217952236
HMB500 HMB2192 0.6289 0.0047 53.0 2nd HS 0.9999860948900435
HMB500 HMB2194 0.6253 0.0053 50.0 2nd PHS 0.9219064503552006
HMB500 HMB3011 0.3731 0.0051 45.0 3rd 3rd 0.992981411250703
HMB500 HMB3014 0.2864 0.0026 53.0 3rd 3rd 0.9168457591671986
HMB500 HMB3015 0.3276 0.0015 58.0 3rd 3rd 0.9901605205662921
HMB500 HMB3022 0.9928 0.0051 22.0 PO PO 1.0
HMB500 HMB3043 0.9844 0.015 22.0 PO PO 1.0
HMB500 HMB3070 0.5245 0.0184 64.0 2nd AV 0.9773267992370036
HMB506 HMB661 0.9573 0.0409 22.0 PO PO 1.0
HMB506 HMB1079 0.981 0.0164 22.0 PO PO 1.0
HMB506 HMB2161 0.5477 0.0084 61.0 2nd HS 0.9999906181659861
HMB506 HMB2163 0.5759 0.0032 69.0 2nd MHS 0.9887734511371534
HMB506 HMB2164 0.2694 0.0065 66.0 3rd 3rd 0.823786415390463
HMB506 HMB2200 0.9865 0.0115 23.0 PO PO 1.0
HMB506 HMB2912 0.9882 0.0095 22.0 PO PO 1.0
HMB506 HMB2977 0.4099 0.0028 69.0 3rd 3rd 0.767522511823801
HMB506 HMB2978 0.2961 0.0066 64.0 3rd 3rd 0.9521834834364545
HMB508 HMB993 0.5131 0.005 76.0 2nd AV 0.9998741257182514
HMB508 HMB995 0.4831 0.0085 72.0 2nd AV 0.9983595545264693
HMB508 HMB997 0.5197 0.0079 75.0 2nd 2nd 0.9999766361589296
HMB508 HMB2802 0.9725 0.0241 22.0 PO PO 1.0
HMB513 HMB681 0.9849 0.0118 22.0 PO PO 1.0
HMB513 HMB986 0.987 0.013 22.0 PO PO 1.0
HMB513 HMB2911 0.9864 0.0127 22.0 PO PO 1.0
HMB513 HMB2972 0.986 0.0134 22.0 PO PO 1.0
HMB513 HMB3006 0.9919 0.0077 22.0 PO PO 1.0
HMB513 HMB3007 0.9886 0.0102 22.0 PO PO 1.0
HMB513 HMB3123 0.9771 0.0222 22.0 PO PO 1.0
HMB514 HMB518 0.5407 0.0 44.0 2nd GP 0.9991711381591644
HMB514 HMB2094 0.5592 0.0076 59.0 2nd HS 0.9984611783088935
HMB514 HMB3016 0.9931 0.0048 22.0 PO PO 1.0
HMB514 HMB5192 0.9733 0.0261 27.0 PO PO 1.0
HMB518 HMB2094 0.6372 0.0101 45.0 2nd MGP 0.8110017906764504
HMB518 HMB3016 0.3152 0.0043 51.0 3rd 3rd 0.9818129069459367
HMB518 HMB5192 0.3144 0.0065 37.0 3rd 3rd 0.9816782275612921
HMB520 HMB533 0.5422 0.152 56.0 2nd+ 2nd+ 0.9999937250299924
HMB520 HMB545 0.9866 0.0125 22.0 PO PO 1.0
HMB520 HMB655 0.3394 0.006 58.0 3rd 3rd 0.9949970086554358
HMB520 HMB672 0.4171 0.0048 40.0 3rd 3rd 0.5930335166535152
HMB520 HMB739 0.303 0.0067 44.0 3rd 3rd 0.9666576311254684
HMB520 HMB746 0.2704 0.0024 52.0 3rd 3rd 0.8219338151266605
HMB520 HMB748 0.3956 0.0038 61.0 3rd 3rd 0.9367551206316929
HMB520 HMB749 0.2792 0.0043 55.0 3rd 3rd 0.8846918419774136
HMB520 HMB763 0.3213 0.0011 56.0 3rd 3rd 0.9861605853159197
HMB520 HMB775 0.371 0.0053 60.0 3rd 3rd 0.9941095032170717
HMB520 HMB776 0.3419 0.0072 50.0 3rd 3rd 0.9956244705078078
HMB520 HMB779 0.3135 0.0169 50.0 3rd 3rd 0.9836750920441627
HMB520 HMB780 0.3464 0.0132 45.0 3rd 3rd 0.9965704450828878
HMB520 HMB781 0.2589 0.0018 51.0 3rd 3rd 0.7101696266081583
HMB520 HMB784 0.3067 0.0 49.0 3rd 3rd 0.9694767741260198
HMB520 HMB785 0.2725 0.0047 52.0 3rd 3rd 0.8430244501159155
HMB520 HMB934 0.3366 0.0024 54.0 3rd 3rd 0.9939326488880084
HMB520 HMB2175 0.2198 0.0015 36.0 4th 4th 0.7735733991152343
HMB520 HMB2176 0.333 0.0 47.0 3rd 3rd 0.99241680477066
HMB520 HMB2974 0.3715 0.0012 54.0 3rd 3rd 0.9943051836108365
HMB520 HMB3024 0.2687 0.0011 51.0 3rd 3rd 0.8047283885738805
HMB520 HMB3077 0.9858 0.0128 23.0 PO PO 1.0
HMB520 HMB3078 0.9875 0.0108 23.0 PO PO 1.0
HMB520 HMB3082 0.5392 0.0173 46.0 2nd PHS 0.9864371317969173
HMB520 HMB3085 0.593 0.0085 57.0 2nd GPAV 0.9989212665327883
HMB520 HMB3087 0.3523 0.0067 42.0 3rd 3rd 0.9969128014259472
HMB520 HMB3089 0.2447 0.0034 45.0 3rd 3rd 0.5380355444008866
HMB520 HMB3125 0.2731 0.0043 54.0 3rd 3rd 0.8464346579933139
HMB520 HMB3127 0.5145 0.0038 54.0 2nd HS 0.999806326888339
HMB520 HMB3128 0.2924 0.0067 52.0 3rd 3rd 0.9422658932680851
HMB520 HMB3129 0.3025 0.0 60.0 3rd 3rd 0.9619708179582134
HMB520 HMB3130 0.2693 0.0 55.0 3rd 3rd 0.8070083567171795
HMB521 HMB1078 0.1844 0.0 48.0 4th 4th 0.9597820274015104
HMB521 HMB2925 0.1995 0.0018 46.0 4th 4th 0.9108713746009753
HMB521 HMB2966 0.2789 0.0016 49.0 3rd 3rd 0.8783922910290402
HMB521 HMB2975 0.3136 0.0 56.0 3rd 3rd 0.9787945292749696
HMB521 HMB3018 0.2471 0.0 58.0 3rd 3rd 0.5565213129937068
HMB521 HMB5093 0.4255 0.0025 45.0 2nd 2nd 0.6143029542005661
HMB528 HMB988 0.4504 0.0098 58.0 2nd HS 0.9610294573081793
HMB528 HMB1035 0.539 0.0122 47.0 2nd PHS 0.980926816810713
HMB528 HMB1036 0.4703 0.0093 57.0 2nd HS 0.9939242125171011
HMB528 HMB2233 0.4395 0.0083 49.0 2nd PHS 0.8687334618244141
HMB528 HMB5177 0.5242 0.1892 53.0 FS FS 0.9999999999999913
HMB530 HMB678 0.595 0.0041 61.0 2nd HS 0.9594435730952571
HMB530 HMB866 0.3961 0.0014 69.0 3rd 3rd 0.9370368206915369
HMB530 HMB868 0.3579 0.0041 68.0 3rd 3rd 0.9969649730112624
HMB530 HMB869 0.3984 0.0191 63.0 3rd 3rd 0.8827985375668418
HMB530 HMB999 0.3433 0.0118 71.0 3rd 3rd 0.9961078946319923
HMB530 HMB1047 0.2642 0.0044 53.0 3rd 3rd 0.7731184647351629
HMB530 HMB1050 0.2481 0.006 57.0 3rd 3rd 0.5936850005876531
HMB530 HMB1051 0.3178 0.0019 57.0 3rd 3rd 0.983540531764042
HMB530 HMB2101 0.5521 0.0055 67.0 2nd AV 0.9948972730551001
HMB530 HMB2102 0.556 0.0101 64.0 2nd AV 0.9795572663303345
HMB530 HMB3014 0.2449 0.0034 47.0 3rd 3rd 0.5407296020593336
HMB530 HMB3015 0.238 0.0084 57.0 4th 4th 0.5322546447126009
HMB530 HMB3022 0.2474 0.0 57.0 3rd 3rd 0.5605319000596388
HMB530 HMB3036 0.3148 0.0062 55.0 3rd 3rd 0.9819773320491747
HMB530 HMB3043 0.3131 0.0049 52.0 3rd 3rd 0.9798621243387654
HMB530 HMB3070 0.2425 0.0017 59.0 3rd 3rd 0.5013515388215898
HMB530 HMB3099 0.3349 0.0028 54.0 3rd 3rd 0.9934227346053858
HMB533 HMB545 0.9819 0.0157 24.0 PO PO 1.0
HMB533 HMB655 0.2962 0.016 53.0 3rd 3rd 0.9588940737431921
HMB533 HMB672 0.2949 0.005 51.0 3rd 3rd 0.9478579234234654
HMB533 HMB739 0.2539 0.0011 50.0 3rd 3rd 0.6487827038031329
HMB533 HMB746 0.3261 0.0128 53.0 3rd 3rd 0.9910812266385564
HMB533 HMB748 0.3596 0.0088 57.0 3rd 3rd 0.9968195763396421
HMB533 HMB749 0.241 0.0029 56.0 4th 4th 0.5140789194630505
HMB533 HMB763 0.4075 0.0049 53.0 3rd 3rd 0.8021590248044302
HMB533 HMB775 0.3157 0.0052 54.0 3rd 3rd 0.9825423897993439
HMB533 HMB776 0.2831 0.001 44.0 3rd 3rd 0.8998185729756374
HMB533 HMB779 0.241 0.0144 44.0 3rd 3rd 0.5328021316581236
HMB533 HMB780 0.288 0.0105 42.0 3rd 3rd 0.9318770998032403
HMB533 HMB781 0.2258 0.0026 53.0 4th 4th 0.7079268808969594
HMB533 HMB784 0.2898 0.0053 50.0 3rd 3rd 0.9326822915232795
HMB533 HMB785 0.2428 0.0 48.0 4th 4th 0.5015200109290742
HMB533 HMB934 0.3001 0.0 53.0 3rd 3rd 0.9569147463262371
HMB533 HMB2175 0.2533 0.0027 48.0 3rd 3rd 0.6473203773422106
HMB533 HMB2176 0.3301 0.0025 54.0 3rd 3rd 0.9915135721403595
HMB533 HMB2974 0.9916 0.0056 22.0 PO PO 1.0
HMB533 HMB3024 0.2668 0.0 46.0 3rd 3rd 0.7850164566282152
HMB533 HMB3077 0.4363 0.0051 64.0 2nd AV 0.8092882939868699
HMB533 HMB3078 0.4498 0.0041 72.0 2nd AV 0.9557630489501316
HMB533 HMB3082 0.6012 0.0023 57.0 2nd HS 0.999989504422237
HMB533 HMB3085 0.5084 0.0069 61.0 2nd AV 0.8800228536266479
HMB533 HMB3087 0.2755 0.0063 51.0 3rd 3rd 0.8664205548358305
HMB533 HMB3089 0.2217 0.0036 48.0 4th 4th 0.748627291226524
HMB533 HMB3125 0.2942 0.0161 56.0 3rd 3rd 0.9544759893059164
HMB533 HMB3127 0.6032 0.0041 50.0 2nd PHS 0.9393618121903272
HMB533 HMB3128 0.4068 0.0046 46.0 3rd 3rd 0.8148558956699202
HMB533 HMB3129 0.3397 0.0089 53.0 3rd 3rd 0.995266752214804
HMB533 HMB3130 0.3536 0.0 52.0 3rd 3rd 0.9968439883244568
HMB534 HMB665 0.3612 0.0099 62.0 3rd 3rd 0.9966115784708937
HMB534 HMB837 0.5765 0.0049 58.0 2nd GPAV 0.8697300204306196
HMB534 HMB838 0.4423 0.0097 62.0 2nd AV 0.8247071342353152
HMB534 HMB840 0.4359 0.017 48.0 2nd PHS 0.8561102983863589
HMB534 HMB845 0.344 0.012 61.0 3rd 3rd 0.9962232754644953
HMB534 HMB1173 0.3665 0.0069 48.0 3rd 3rd 0.9956713065581969
HMB534 HMB2285 0.3169 0.0082 64.0 3rd 3rd 0.9843865585787458
HMB534 HMB2906 0.4338 0.01 53.0 2nd HS 0.8223023629248745
HMB534 HMB3033 0.3242 0.0025 57.0 3rd 3rd 0.9884016200464488
HMB534 HMB3034 0.2971 0.0028 59.0 3rd 3rd 0.9518276191689323
HMB534 HMB3035 0.3506 0.0058 56.0 3rd 3rd 0.996777614433428
HMB534 HMB3036 0.3215 0.0092 60.0 3rd 3rd 0.9879672229070141
HMB536 HMB3010 0.9893 0.0095 22.0 PO PO 1.0
HMB540 HMB978 0.9828 0.0154 22.0 PO PO 1.0
HMB540 HMB1017 0.31 0.0025 50.0 3rd 3rd 0.9753457831318683
HMB540 HMB2094 0.5172 0.0099 44.0 2nd PHS 0.9943824902435674
HMB540 HMB2256 0.9929 0.0071 22.0 PO PO 1.0
HMB540 HMB2968 0.9849 0.0138 23.0 PO PO 1.0
HMB540 HMB2969 0.9897 0.01 24.0 PO PO 1.0
HMB540 HMB2974 0.9873 0.0125 22.0 PO PO 1.0
HMB540 HMB2982 0.473 0.0112 70.0 2nd MHS 0.9780963193794554
HMB540 HMB2983 0.5852 0.008 68.0 2nd MHS 0.9856362291445236
HMB540 HMB2984 0.4827 0.0097 73.0 2nd MHS 0.9949943933706401
HMB540 HMB2985 0.5197 0.007 69.0 2nd MHS 0.9863528974152755
HMB540 HMB2987 0.517 0.028 69.0 2nd MHS 0.9881252259837664
HMB540 HMB2990 0.5879 0.0131 68.0 2nd MHS 0.987803806552517
HMB540 HMB3040 0.2581 0.0061 48.0 3rd 3rd 0.7156587507081063
HMB540 HMB3060 0.55 0.0012 44.0 2nd PHS 0.9708667099805266
HMB543 HMB681 0.9826 0.0141 23.0 PO PO 1.0
HMB543 HMB901 0.5012 0.3027 55.0 FS FS 1.0
HMB543 HMB902 0.5468 0.0173 56.0 2nd HS 0.9999771903809447
HMB543 HMB911 0.4669 0.3374 54.0 FS FS 1.0
HMB543 HMB914 0.4724 0.2967 50.0 FS FS 1.0
HMB543 HMB2290 0.5336 0.0094 62.0 2nd MHS 0.8615485699493924
HMB543 HMB2903 0.5523 0.0174 56.0 2nd HS 0.9999962216516104
HMB543 HMB2911 0.9835 0.0132 23.0 PO PO 1.0
HMB543 HMB2912 0.5833 0.0141 70.0 2nd 2nd 0.9999999558137336
HMB543 HMB2913 0.5799 0.0109 68.0 2nd AV 0.9974845315392032
HMB543 HMB2922 0.2834 0.0 68.0 3rd 3rd 0.8998132897612888
HMB543 HMB3006 0.982 0.0163 22.0 PO PO 1.0
HMB543 HMB3007 0.9837 0.0155 22.0 PO PO 1.0
HMB543 HMB3131 0.5367 0.0164 61.0 2nd HS 0.9999674010111947
HMB545 HMB655 0.5576 0.0179 42.0 2nd GP 0.9995979078481454
HMB545 HMB672 0.6039 0.0076 28.0 2nd PGP 0.933478180511379
HMB545 HMB739 0.5548 0.0078 27.0 2nd PGP 0.9459727155739757
HMB545 HMB746 0.535 0.0029 41.0 2nd GP 0.9998775413806765
HMB545 HMB748 0.634 0.0116 28.0 2nd PGP 0.9172392094597901
HMB545 HMB749 0.4253 0.0037 36.0 2nd 2nd 0.6161235862717395
HMB545 HMB775 0.6104 0.0047 34.0 2nd GP 0.9999770717099957
HMB545 HMB776 0.5503 0.0011 33.0 2nd PGP 0.8372927087170915
HMB545 HMB779 0.5182 0.0 31.0 2nd PGP 0.9034586378944082
HMB545 HMB780 0.4967 0.0014 28.0 2nd PGP 0.9579477139399131
HMB545 HMB781 0.4174 0.0062 33.0 3rd 3rd 0.5770106211119136
HMB545 HMB784 0.5729 0.004 29.0 2nd PGP 0.9282755921202399
HMB545 HMB785 0.4838 0.0017 34.0 2nd PGP 0.8190511577758779
HMB545 HMB934 0.5767 0.0056 35.0 2nd GP 0.999994810181766
HMB545 HMB2175 0.376 0.0018 30.0 3rd 3rd 0.9914695729576813
HMB545 HMB2176 0.6047 0.0037 33.0 2nd GP 0.9999990219636281
HMB545 HMB2974 0.4652 0.002 34.0 2nd PGP 0.8331862902727116
HMB545 HMB3024 0.4989 0.0 34.0 2nd PGP 0.8341923766220911
HMB545 HMB3077 0.4221 0.0037 51.0 2nd 2nd 0.5327162698767308
HMB545 HMB3078 0.5046 0.0077 49.0 2nd MGP 0.8571218105568065
HMB545 HMB3085 0.6095 0.0029 43.0 2nd GP 0.999341195813932
HMB545 HMB3087 0.5715 0.0057 34.0 2nd GP 0.9999984001640555
HMB545 HMB3089 0.3972 0.0046 36.0 3rd 3rd 0.9245515801312514
HMB545 HMB3125 0.4753 0.0065 36.0 2nd GP 0.9260838165370081
HMB545 HMB5075 0.3027 0.0052 35.0 3rd 3rd 0.9653202109176713
HMB551 HMB1045 0.9894 0.0092 22.0 PO PO 1.0
HMB604 HMB666 0.9787 0.0178 22.0 PO PO 1.0
HMB604 HMB733 0.3884 0.0065 55.0 3rd 3rd 0.9674691716196555
HMB604 HMB751 0.5811 0.0052 44.0 2nd PHS 0.9929068422103242
HMB604 HMB868 0.5708 0.0053 57.0 2nd HS 0.9998323924062594
HMB604 HMB989 0.4487 0.007 49.0 2nd PHS 0.9284546707379434
HMB604 HMB999 0.533 0.0039 47.0 2nd PHS 0.9812036121089653
HMB604 HMB1195 0.6065 0.009 43.0 2nd PHS 0.9944007669052034
HMB604 HMB2157 0.6185 0.0097 41.0 2nd PHS 0.9971441321074769
HMB604 HMB3119 0.6273 0.0107 38.0 2nd GP 0.9999678712200538
HMB610 HMB3011 0.9865 0.0135 24.0 PO PO 1.0
HMB614 HMB984 0.5378 0.0112 43.0 2nd GP 0.9991487908780862
HMB614 HMB986 0.5116 0.0041 49.0 2nd MGP 0.863340479714274
HMB614 HMB988 0.4945 0.0105 48.0 2nd MGP 0.8396982419981627
HMB614 HMB989 0.527 0.0121 41.0 2nd GP 0.9992502947337827
HMB614 HMB992 0.9923 0.0077 22.0 PO PO 1.0
HMB614 HMB2150 0.9793 0.0201 24.0 PO PO 1.0
HMB620 HMB622 0.5692 0.2103 58.0 FS FS 1.0
HMB620 HMB1036 0.5679 0.0107 64.0 2nd AV 0.9780988496116195
HMB620 HMB1037 0.56 0.0168 78.0 2nd AV 0.9999831560005912
HMB620 HMB1038 0.5558 0.005 64.0 2nd AV 0.9206755770625583
HMB620 HMB2096 0.5635 0.0071 67.0 2nd AV 0.9786603088043805
HMB622 HMB1036 0.5253 0.0042 58.0 2nd GPAV 0.999985925259439
HMB622 HMB1037 0.5749 0.0157 67.0 2nd AV 0.996128502469
HMB622 HMB1038 0.5038 0.0084 53.0 2nd MGP 0.8541775174420003
HMB622 HMB2096 0.5599 0.0135 63.0 2nd AV 0.9616572539753755
HMB625 HMB751 0.2831 0.0061 67.0 3rd 3rd 0.9070769028935555
HMB625 HMB752 0.2738 0.0011 67.0 3rd 3rd 0.844568742949676
HMB625 HMB1028 0.2848 0.0022 71.0 3rd 3rd 0.9094523808429652
HMB625 HMB1030 0.2866 0.0032 66.0 3rd 3rd 0.9184056151857948
HMB625 HMB1033 0.2776 0.0 69.0 3rd 3rd 0.8676906078873357
HMB625 HMB1034 0.2314 0.0 54.0 4th 4th 0.6511644374469384
HMB625 HMB1035 0.3184 0.0062 58.0 3rd 3rd 0.9851166818826528
HMB625 HMB2976 0.2482 0.0 53.0 3rd 3rd 0.5711868595170083
HMB625 HMB2996 0.3641 0.0063 60.0 3rd 3rd 0.9962722098609427
HMB625 HMB2998 0.3119 0.0065 58.0 3rd 3rd 0.9790794506003123
HMB625 HMB3108 0.5614 0.0067 41.0 2nd PHS 0.9972430109667614
HMB642 HMB643 0.5312 0.2108 50.0 FS FS 1.0
HMB642 HMB645 0.5528 0.0125 76.0 2nd AV 0.9997645465662592
HMB642 HMB646 0.5597 0.0086 76.0 2nd 2nd 0.999999676967176
HMB642 HMB647 0.5085 0.0083 72.0 2nd AV 0.9449275669093187
HMB642 HMB648 0.5425 0.003 67.0 2nd AV 0.9949562839339269
HMB642 HMB649 0.5486 0.0086 68.0 2nd AV 0.9974224824974613
HMB642 HMB652 0.3206 0.004 67.0 3rd 3rd 0.9862869278553541
HMB642 HMB655 0.3579 0.0023 71.0 3rd 3rd 0.9969640710979528
HMB642 HMB659 0.3123 0.0039 62.0 3rd 3rd 0.9786520389264192
HMB642 HMB660 0.3279 0.0044 78.0 3rd 3rd 0.9907522827328642
HMB642 HMB661 0.2491 0.0028 58.0 3rd 3rd 0.594162409063401
HMB642 HMB662 0.2668 0.0025 55.0 3rd 3rd 0.7918237848159421
HMB642 HMB2164 0.5177 0.0044 66.0 2nd AV 0.9907821683908223
HMB642 HMB2284 0.9643 0.0343 22.0 PO PO 1.0
HMB642 HMB2297 0.3377 0.0015 71.0 3rd 3rd 0.9941811578227158
HMB642 HMB2298 0.2465 0.0036 56.0 3rd 3rd 0.5629869366807413
HMB642 HMB2500 0.4927 0.008 66.0 2nd AV 0.988279922848718
HMB642 HMB2926 0.9813 0.0174 22.0 PO PO 1.0
HMB642 HMB2963 0.4918 0.0111 59.0 2nd GPAV 0.9994897906593762
HMB642 HMB2971 0.5534 0.006 69.0 2nd 2nd 0.9999993318207006
HMB642 HMB2972 0.3192 0.0015 64.0 3rd 3rd 0.984623432052961
HMB642 HMB2979 0.5424 0.0049 64.0 2nd 2nd 0.9999977806094763
HMB642 HMB2980 0.4872 0.0097 65.0 2nd AV 0.9445739955358634
HMB642 HMB2999 0.5303 0.0079 64.0 2nd AV 0.9494222117574778
HMB642 HMB3003 0.9923 0.0065 22.0 PO PO 1.0
HMB642 HMB3025 0.4481 0.0124 55.0 2nd HS 0.9350980783634473
HMB642 HMB3032 0.2769 0.0 72.0 3rd 3rd 0.8632724400042424
HMB642 HMB3045 0.2548 0.0 47.0 3rd 3rd 0.6557771337932535
HMB642 HMB5141 0.2985 0.0 56.0 3rd 3rd 0.9531935838452639
HMB643 HMB645 0.4818 0.0195 69.0 2nd AV 0.9968869542111877
HMB643 HMB646 0.4727 0.0097 77.0 2nd AV 0.9963467210091536
HMB643 HMB647 0.5014 0.0109 80.0 2nd AV 0.9998010455894044
HMB643 HMB648 0.5298 0.008 66.0 2nd AV 0.9913401092291653
HMB643 HMB649 0.4765 0.0137 75.0 2nd AV 0.9970240883075997
HMB643 HMB652 0.2922 0.0033 62.0 3rd 3rd 0.9385502087147908
HMB643 HMB655 0.3122 0.0098 66.0 3rd 3rd 0.9804622574682308
HMB643 HMB659 0.3235 0.005 55.0 3rd 3rd 0.9884332763762165
HMB643 HMB660 0.3115 0.0057 64.0 3rd 3rd 0.978357369091316
HMB643 HMB661 0.2428 0.003 59.0 3rd 3rd 0.5107216894119554
HMB643 HMB662 0.2723 0.0037 53.0 3rd 3rd 0.8393957190988982
HMB643 HMB2164 0.9861 0.0125 22.0 PO PO 1.0
HMB643 HMB2284 0.5032 0.012 61.0 2nd AV 0.8827408420454569
HMB643 HMB2297 0.2559 0.0033 66.0 3rd 3rd 0.6809284275557262
HMB643 HMB2298 0.1975 0.0015 54.0 4th 4th 0.9196539006053839
HMB643 HMB2500 0.9859 0.0136 22.0 PO PO 1.0
HMB643 HMB2926 0.5596 0.0056 65.0 2nd AV 0.9855994793095755
HMB643 HMB2963 0.974 0.0253 22.0 PO PO 1.0
HMB643 HMB2971 0.4374 0.0054 65.0 2nd AV 0.8395925833640072
HMB643 HMB2972 0.2908 0.004 54.0 3rd 3rd 0.9347248102969281
HMB643 HMB2979 0.5203 0.016 60.0 2nd GPAV 0.9479335533924399
HMB643 HMB2980 0.9666 0.0317 22.0 PO PO 1.0
HMB643 HMB2999 0.551 0.0094 74.0 2nd AV 0.9996054546575645
HMB643 HMB3003 0.5241 0.001 64.0 2nd AV 0.9731437535572307
HMB643 HMB3025 0.5024 0.0022 57.0 2nd HS 0.9996620403782724
HMB643 HMB3032 0.2379 0.008 65.0 4th 4th 0.5352289446328455
HMB643 HMB3045 0.3228 0.0 57.0 3rd 3rd 0.9869950231176072
HMB643 HMB5141 0.2771 0.0 55.0 3rd 3rd 0.8645472948855952
HMB644 HMB3023 0.9886 0.0098 22.0 PO PO 1.0
HMB645 HMB646 0.4467 0.3489 46.0 FS FS 1.0
HMB645 HMB647 0.4856 0.2222 62.0 FS FS 1.0
HMB645 HMB648 0.5339 0.2658 49.0 FS FS 1.0
HMB645 HMB649 0.4953 0.2816 46.0 FS FS 1.0
HMB645 HMB652 0.2368 0.0038 61.0 4th 4th 0.566933979766475
HMB645 HMB655 0.2226 0.0033 58.0 4th 4th 0.7402764662900002
HMB645 HMB659 0.2288 0.0 56.0 4th 4th 0.6824659356145076
HMB645 HMB660 0.2422 0.0 66.0 4th 4th 0.5096514679632523
HMB645 HMB661 0.1942 0.0042 54.0 4th 4th 0.9290703447346096
HMB645 HMB662 0.2029 0.0033 55.0 4th 4th 0.8924000360212005
HMB645 HMB2164 0.2865 0.007 62.0 3rd 3rd 0.9225475538599004
HMB645 HMB2284 0.3531 0.0189 67.0 3rd 3rd 0.9968039013257811
HMB645 HMB2297 0.1857 0.0047 52.0 4th 4th 0.9536989664323492
HMB645 HMB2500 0.3148 0.0019 65.0 3rd 3rd 0.9806965431931818
HMB645 HMB2926 0.3088 0.0015 75.0 3rd 3rd 0.9733129857062547
HMB645 HMB2963 0.3515 0.0013 72.0 3rd 3rd 0.9967246949476326
HMB645 HMB2971 0.3055 0.0068 60.0 3rd 3rd 0.9708047340943241
HMB645 HMB2972 0.2291 0.0034 54.0 4th 4th 0.6667136537612165
HMB645 HMB2979 0.2616 0.0012 66.0 3rd 3rd 0.7374585562290517
HMB645 HMB2980 0.3112 0.0033 72.0 3rd 3rd 0.977154253727082
HMB645 HMB2999 0.3451 0.0041 73.0 3rd 3rd 0.9960340782984097
HMB645 HMB3003 0.3064 0.0034 59.0 3rd 3rd 0.9706156631600832
HMB645 HMB3025 0.2693 0.0036 61.0 3rd 3rd 0.8159963374866975
HMB645 HMB3032 0.1835 0.008 55.0 4th 4th 0.9565029831955073
HMB645 HMB3045 0.2444 0.0 44.0 3rd 3rd 0.5201560792678284
HMB645 HMB5141 0.197 0.0023 42.0 4th 4th 0.9206859017340011
HMB646 HMB647 0.4909 0.2897 51.0 FS FS 1.0
HMB646 HMB648 0.5337 0.259 43.0 FS FS 1.0
HMB646 HMB649 0.5184 0.268 46.0 FS FS 1.0
HMB646 HMB652 0.2255 0.001 63.0 4th 4th 0.7166127509409076
HMB646 HMB655 0.1969 0.0 55.0 4th 4th 0.9237674137499452
HMB646 HMB659 0.2078 0.0 57.0 4th 4th 0.8703095694770154
HMB646 HMB660 0.224 0.0044 61.0 4th 4th 0.7218273833921325
HMB646 HMB662 0.2012 0.0011 60.0 4th 4th 0.9040951705445796
HMB646 HMB2164 0.3113 0.0069 64.0 3rd 3rd 0.9785406823554826
HMB646 HMB2284 0.3469 0.0262 71.0 3rd 3rd 0.9951753635365004
HMB646 HMB2297 0.2028 0.0 51.0 4th 4th 0.8979624195171848
HMB646 HMB2500 0.2382 0.0 64.0 4th 4th 0.5635251896662599
HMB646 HMB2926 0.3376 0.0021 65.0 3rd 3rd 0.9942050373847072
HMB646 HMB2963 0.3108 0.0012 72.0 3rd 3rd 0.975872639110459
HMB646 HMB2971 0.2899 0.0028 64.0 3rd 3rd 0.9304266452512866
HMB646 HMB2972 0.2294 0.001 54.0 4th 4th 0.6717856317737512
HMB646 HMB2979 0.2686 0.0059 58.0 3rd 3rd 0.8159351387824598
HMB646 HMB2980 0.2733 0.0116 74.0 3rd 3rd 0.8625810376005276
HMB646 HMB2999 0.3091 0.003 70.0 3rd 3rd 0.9743503140016294
HMB646 HMB3003 0.2796 0.0044 63.0 3rd 3rd 0.8870494113886465
