id1 id2 k_ibd1 k_ibd2 n predicted_degree most_probable probability
HMB106 HMB108 0.9555 0.0431 22.0 PO PO 1.0
HMB107 HMB108 0.5554 0.2172 54.0 FS FS 1.0
HMB109 HMB114 0.9916 0.0079 24.0 PO PO 1.0
HMB109 HMB115 0.9778 0.0207 23.0 PO PO 1.0
HMB109 HMB678b 0.9775 0.0189 24.0 PO PO 1.0
HMB110 HMB111 0.4832 0.2973 52.0 FS FS 1.0
HMB110 HMB112 0.442 0.3375 49.0 FS FS 1.0
HMB110 HMB113 0.5723 0.0093 64.0 2nd AV 0.9791438071406714
HMB111 HMB112 0.5127 0.2536 50.0 FS FS 1.0
HMB111 HMB113 0.5537 0.0046 62.0 2nd AV 0.9277224741842064
HMB112 HMB113 0.9872 0.0113 22.0 PO PO 1.0
HMB114 HMB115 0.4683 0.0061 67.0 2nd AV 0.9866209993439234
HMB114 HMB678b 0.4963 0.0062 58.0 2nd GPAV 0.9982585135892721
HMB115 HMB678b 0.5998 0.011 65.0 2nd 2nd 0.9999999911634981
HMB116 HMB118 0.4994 0.0286 61.0 2nd HS 0.9981717935797203
HMB116 HMB155 0.9848 0.0125 22.0 PO PO 1.0
HMB116 HMB154 0.4571 0.0067 50.0 2nd MGP 0.8469795351623873
HMB116 HMB156 0.3028 0.0 71.0 3rd 3rd 0.9625612586543136
HMB116 HMB521 0.1884 0.0027 51.0 4th 4th 0.9484093231554461
HMB116 HMB1078 0.5092 0.0093 68.0 2nd MHS 0.9787909280557355
HMB116 HMB2925 0.5106 0.0054 62.0 2nd MHS 0.8235342377524285
HMB117 HMB134 0.984 0.0147 22.0 PO PO 1.0
HMB117 HMB302 0.3334 0.005 59.0 3rd 3rd 0.9931322659786093
HMB117 HMB359 0.3786 0.0054 54.0 3rd 3rd 0.9881812906384534
HMB117 HMB376 0.3258 0.0063 57.0 3rd 3rd 0.9899722078826205
HMB117 HMB495 0.9748 0.0205 23.0 PO PO 1.0
HMB117 HMB500 0.3823 0.0031 53.0 3rd 3rd 0.9838041698531143
HMB117 HMB521 0.5624 0.0154 67.0 2nd MHS 0.9778864723450749
HMB117 HMB530 0.3098 0.0064 56.0 3rd 3rd 0.9765818207712141
HMB117 HMB678 0.3641 0.0024 55.0 3rd 3rd 0.9964189845784093
HMB117 HMB866 0.2335 0.0013 46.0 4th 4th 0.6198902666615833
HMB117 HMB868 0.1887 0.0038 49.0 4th 4th 0.9467089284847399
HMB117 HMB869 0.1889 0.0018 43.0 4th 4th 0.9477983904652167
HMB117 HMB999 0.2005 0.0013 43.0 4th 4th 0.9070609504109002
HMB117 HMB1047 0.1974 0.0025 51.0 4th 4th 0.9188445911448475
HMB117 HMB1051 0.2169 0.0 49.0 4th 4th 0.803816069898659
HMB117 HMB2101 0.2012 0.0059 50.0 4th 4th 0.8970825173684243
HMB117 HMB2102 0.2187 0.0 47.0 4th 4th 0.7879689606194162
HMB117 HMB2966 0.3262 0.0027 59.0 3rd 3rd 0.9896035346581723
HMB117 HMB2967 0.1984 0.0057 46.0 4th 4th 0.9105439507380788
HMB117 HMB2975 0.3311 0.0034 62.0 3rd 3rd 0.9920616055430556
HMB117 HMB3014 0.5771 0.0041 48.0 2nd PHS 0.9722328532011807
HMB117 HMB3015 0.4859 0.0113 48.0 2nd PHS 0.9777469063649998
HMB117 HMB3018 0.2984 0.0048 53.0 3rd 3rd 0.9563409227261974
HMB117 HMB3019 0.1961 0.0081 48.0 4th 4th 0.9172697556849423
HMB117 HMB3020 0.1873 0.0 48.0 4th 4th 0.9532543685866335
HMB117 HMB3022 0.1814 0.0022 41.0 4th 4th 0.9643989940669635
HMB117 HMB3043 0.2397 0.0033 46.0 4th 4th 0.5300347234250589
HMB118 HMB155 0.9799 0.0171 22.0 PO PO 1.0
HMB118 HMB154 0.4845 0.0089 50.0 2nd MGP 0.8649215934837431
HMB118 HMB156 0.3161 0.0097 63.0 3rd 3rd 0.984092051010223
HMB118 HMB169 0.9856 0.0137 22.0 PO PO 1.0
HMB118 HMB521 0.1795 0.0027 31.0 4th 4th 0.9675159435749054
HMB118 HMB604 0.5586 0.0065 51.0 2nd PHS 0.9233292358366282
HMB118 HMB733 0.3389 0.01 55.0 3rd 3rd 0.9951573744567654
HMB118 HMB751 0.5941 0.0084 48.0 2nd PHS 0.9661595248090479
HMB118 HMB868 0.4994 0.0067 56.0 2nd HS 0.9997648114956843
HMB118 HMB989 0.5221 0.0 55.0 2nd HS 0.9999073531286404
HMB118 HMB999 0.4669 0.0071 59.0 2nd HS 0.9932691529796794
HMB118 HMB1078 0.5153 0.0068 53.0 2nd PHS 0.8655061352190921
HMB118 HMB1195 0.5942 0.0022 53.0 2nd PHS 0.8172337976779115
HMB118 HMB2157 0.5005 0.0167 54.0 2nd PHS 0.8145235369664988
HMB118 HMB2925 0.4944 0.0257 70.0 2nd MHS 0.9881739356432906
HMB118 HMB3119 0.4909 0.006 47.0 2nd GP 0.9956905696191294
HMB118 HMB5093 0.1811 0.0041 45.0 4th 4th 0.9638890424263515
HMB119 HMB467 0.2641 0.0042 57.0 3rd 3rd 0.7715911718844528
HMB119 HMB506 0.9721 0.0261 22.0 PO PO 1.0
HMB119 HMB661 0.4906 0.0086 50.0 2nd PHS 0.9481171530498478
HMB119 HMB1079 0.461 0.0123 49.0 2nd MGP 0.8336268921786684
HMB119 HMB2161 0.3006 0.0046 56.0 3rd 3rd 0.9609355314433558
HMB119 HMB2163 0.3022 0.0012 59.0 3rd 3rd 0.9620920894703834
HMB119 HMB2164 0.1975 0.0069 55.0 4th 4th 0.9128945666672035
HMB119 HMB2200 0.4553 0.006 57.0 2nd HS 0.9765825871603961
HMB119 HMB2912 0.5611 0.0099 59.0 2nd GPAV 0.9768612654900137
HMB119 HMB2977 0.226 0.0017 54.0 4th 4th 0.7087220026005548
HMB119 HMB2978 0.1991 0.0014 63.0 4th 4th 0.9131357529376417
HMB120 HMB121 0.5184 0.2499 48.0 FS FS 1.0
HMB120 HMB124 0.5088 0.1921 53.0 FS FS 0.9999999999999998
HMB120 HMB128 0.5073 0.0 59.0 2nd HS 0.9990179821871794
HMB120 HMB534 0.9892 0.0104 22.0 PO PO 1.0
HMB120 HMB665 0.4876 0.0068 50.0 2nd 2nd 0.9992595367208741
HMB120 HMB837 0.486 0.3049 51.0 FS FS 1.0
HMB120 HMB838 0.5423 0.1958 49.0 FS FS 1.0
HMB120 HMB840 0.6098 0.0068 47.0 2nd PHS 0.9659298472348483
HMB120 HMB845 0.5099 0.0075 57.0 2nd HS 0.9935072027234052
HMB120 HMB1173 0.4836 0.0052 50.0 2nd PHS 0.9536677786754156
HMB120 HMB2285 0.4881 0.0057 63.0 2nd AV 0.9496598725640333
HMB120 HMB2906 0.6111 0.0097 48.0 2nd PHS 0.9593124313374144
HMB120 HMB3033 0.5784 0.0056 61.0 2nd AV 0.9163022378520289
HMB120 HMB3034 0.5603 0.0095 60.0 2nd AV 0.8499080960961587
HMB120 HMB3035 0.5734 0.0099 57.0 2nd GPAV 0.9971722856569308
HMB120 HMB3036 0.4668 0.0016 63.0 2nd AV 0.9392691716503535
HMB121 HMB124 0.5105 0.2079 61.0 FS FS 1.0
HMB121 HMB128 0.5468 0.0 53.0 2nd PHS 0.8318435946982425
HMB121 HMB534 0.5926 0.0064 53.0 2nd MGP 0.8294231636961941
HMB121 HMB665 0.5411 0.0073 53.0 2nd PHS 0.8241285706103035
HMB121 HMB837 0.5754 0.2277 46.0 FS FS 1.0
HMB121 HMB838 0.4616 0.2694 59.0 FS FS 1.0
HMB121 HMB840 0.4917 0.0058 47.0 2nd PHS 0.984694828690349
HMB121 HMB845 0.5135 0.0039 55.0 2nd HS 0.9999365096534177
HMB121 HMB1173 0.478 0.001 53.0 2nd PHS 0.890174258573029
HMB121 HMB2285 0.5622 0.0026 70.0 2nd AV 0.9985438942110239
HMB121 HMB2906 0.4962 0.0011 54.0 2nd HS 0.9526702640722529
HMB121 HMB3033 0.57 0.0151 57.0 2nd GPAV 0.999999541121379
HMB121 HMB3034 0.4812 0.0095 68.0 2nd AV 0.9951192065761457
HMB121 HMB3035 0.5172 0.002 59.0 2nd GPAV 0.9998497791889317
HMB121 HMB3036 0.4943 0.0011 66.0 2nd AV 0.9895478236292022
HMB122 HMB160 0.5359 0.0117 63.0 2nd MHS 0.8841633004884087
HMB122 HMB163 0.3911 0.0043 58.0 3rd 3rd 0.9593230719582592
HMB122 HMB340 0.3077 0.0014 53.0 3rd 3rd 0.9716755281206957
HMB122 HMB482 0.556 0.0034 62.0 2nd MHS 0.8490350142219725
HMB122 HMB520 0.569 0.0 53.0 2nd PHS 0.8335161918700784
HMB122 HMB533 0.5006 0.0076 64.0 2nd MHS 0.9173525839096924
HMB122 HMB545 0.9846 0.0147 23.0 PO PO 1.0
HMB122 HMB655 0.3109 0.0012 58.0 3rd 3rd 0.9759998488448396
HMB122 HMB672 0.3719 0.0049 46.0 3rd 3rd 0.9936976728604803
HMB122 HMB739 0.2996 0.0013 46.0 3rd 3rd 0.9566712933033713
HMB122 HMB746 0.2759 0.0038 49.0 3rd 3rd 0.864192058858477
HMB122 HMB748 0.3868 0.0045 51.0 3rd 3rd 0.9736147638634376
HMB122 HMB749 0.2264 0.0046 46.0 4th 4th 0.6942696314557862
HMB122 HMB775 0.3445 0.0039 59.0 3rd 3rd 0.9959219323696168
HMB122 HMB776 0.3034 0.0027 50.0 3rd 3rd 0.9652251374158425
HMB122 HMB779 0.2888 0.0 53.0 3rd 3rd 0.9232907013545576
HMB122 HMB780 0.2813 0.0036 53.0 3rd 3rd 0.8947363124385144
HMB122 HMB781 0.2677 0.0047 47.0 3rd 3rd 0.8054422719751321
HMB122 HMB784 0.3042 0.0017 53.0 3rd 3rd 0.9661216118718634
HMB122 HMB785 0.286 0.0043 51.0 3rd 3rd 0.9173066906254139
HMB122 HMB934 0.3273 0.0024 50.0 3rd 3rd 0.9901453567065323
HMB122 HMB2175 0.9878 0.0099 22.0 PO PO 1.0
HMB122 HMB2176 0.9925 0.006 22.0 PO PO 1.0
HMB122 HMB2974 0.248 0.0143 52.0 3rd 3rd 0.6246389119790371
HMB122 HMB3024 0.283 0.0031 50.0 3rd 3rd 0.9023900588599238
HMB122 HMB3077 0.2789 0.0028 46.0 3rd 3rd 0.8804692449914621
HMB122 HMB3078 0.287 0.0048 52.0 3rd 3rd 0.9219167565331206
HMB122 HMB3085 0.3362 0.0011 59.0 3rd 3rd 0.9936825693875502
HMB122 HMB3087 0.9857 0.0101 22.0 PO PO 1.0
HMB122 HMB3089 0.2538 0.0026 55.0 3rd 3rd 0.6531144896705068
HMB122 HMB3125 0.2337 0.0 47.0 4th 4th 0.6223326339332371
HMB123 HMB2804 0.9853 0.0125 23.0 PO PO 1.0
HMB124 HMB128 0.5289 0.0158 52.0 2nd PHS 0.8875886972511866
HMB124 HMB534 0.5115 0.0021 65.0 2nd AV 0.8265975665914969
HMB124 HMB665 0.5684 0.0163 48.0 2nd PHS 0.9705144444597541
HMB124 HMB837 0.4897 0.3636 45.0 FS FS 1.0
HMB124 HMB838 0.5572 0.2437 56.0 FS FS 1.0
HMB124 HMB840 0.4664 0.0064 48.0 2nd PHS 0.9732431422517445
HMB124 HMB845 0.5461 0.0058 50.0 2nd PHS 0.950529912900655
HMB124 HMB1173 0.6031 0.0054 50.0 2nd PHS 0.9308394793332785
HMB124 HMB2285 0.9843 0.0143 22.0 PO PO 1.0
HMB124 HMB2906 0.6189 0.0101 45.0 2nd PHS 0.9881524520687636
HMB124 HMB3033 0.6252 0.0141 65.0 2nd AV 0.9912248821432076
HMB124 HMB3034 0.6428 0.009 61.0 2nd AV 0.9335242987712135
HMB124 HMB3035 0.6048 0.0025 63.0 2nd AV 0.9722538526397528
HMB124 HMB3036 0.9938 0.0052 22.0 PO PO 1.0
HMB125 HMB432 0.4737 0.0145 67.0 2nd MHS 0.9644968858801312
HMB125 HMB2286 0.3774 0.0067 45.0 3rd 3rd 0.9891741241821762
HMB125 HMB2948 0.9808 0.0183 22.0 PO PO 1.0
HMB125 HMB2949 0.9699 0.0289 22.0 PO PO 1.0
HMB128 HMB534 0.4134 0.0 57.0 3rd 3rd 0.708531223087762
HMB128 HMB665 0.5996 0.113 54.0 2nd+ 2nd+ 0.9999999998043083
HMB128 HMB837 0.5612 0.007 47.0 2nd PHS 0.9784786119451101
HMB128 HMB838 0.376 0.0 63.0 3rd 3rd 0.9917816424653421
HMB128 HMB840 0.5509 0.005 49.0 2nd PHS 0.9358943813433163
HMB128 HMB845 0.5072 0.0037 48.0 2nd PHS 0.9447905983844405
HMB128 HMB1173 0.5016 0.0141 51.0 2nd PHS 0.9236926333809119
HMB128 HMB2285 0.3847 0.0032 62.0 3rd 3rd 0.9793178872926441
HMB128 HMB2906 0.5563 0.0062 51.0 2nd PHS 0.9126943013912405
HMB128 HMB3033 0.3697 0.0021 62.0 3rd 3rd 0.9949710144868101
HMB128 HMB3034 0.3001 0.0041 47.0 3rd 3rd 0.9595902418634532
HMB128 HMB3035 0.3042 0.0035 48.0 3rd 3rd 0.9670696230865935
HMB128 HMB3036 0.3737 0.0014 56.0 3rd 3rd 0.9931227048949921
HMB129 HMB763 0.4447 0.0247 58.0 2nd GPAV 0.9541952425442263
HMB129 HMB764 0.9806 0.017 22.0 PO PO 1.0
HMB129 HMB3126 0.9885 0.0098 22.0 PO PO 1.0
HMB129 HMB3127 0.9785 0.0173 22.0 PO PO 1.0
HMB129 HMB3128 0.5044 0.0014 53.0 2nd MGP 0.8559383126921375
HMB129 HMB3129 0.5304 0.0032 54.0 2nd MGP 0.8050093598912592
HMB129 HMB3130 0.5365 0.0064 55.0 2nd 2nd 0.9999959772264898
HMB130 HMB746 0.9869 0.0108 22.0 PO PO 1.0
HMB130 HMB748 0.974 0.0244 22.0 PO PO 1.0
HMB130 HMB749 0.9847 0.0123 22.0 PO PO 1.0
HMB130 HMB3080 0.9752 0.0239 22.0 PO PO 1.0
HMB130 HMB3125 0.9875 0.0111 24.0 PO PO 1.0
HMB132 HMB2947 0.9813 0.0137 28.0 PO PO 1.0
HMB134 HMB521 0.9632 0.0331 23.0 PO PO 1.0
HMB134 HMB2966 0.4885 0.0106 61.0 2nd HS 0.9993149928503643
HMB134 HMB2967 0.2618 0.0063 45.0 3rd 3rd 0.7552659592986555
HMB134 HMB2975 0.5379 0.0071 66.0 2nd MHS 0.912377890411147
HMB134 HMB3018 0.488 0.0049 60.0 2nd HS 0.9982276223675145
HMB134 HMB3019 0.3064 0.0201 58.0 3rd 3rd 0.9773570427139749
HMB134 HMB3020 0.2596 0.0043 50.0 3rd 3rd 0.7261092488402882
HMB135 HMB528 0.982 0.0147 22.0 PO PO 1.0
HMB135 HMB5177 0.9773 0.0192 22.0 PO PO 1.0
HMB136 HMB372 0.4861 0.015 67.0 2nd MHS 0.969602608882249
HMB136 HMB735 0.2265 0.013 50.0 4th 4th 0.6632044400340206
HMB136 HMB736 0.2565 0.0046 57.0 3rd 3rd 0.6924916544742142
HMB136 HMB738 0.2654 0.0104 46.0 3rd 3rd 0.8004332000239102
HMB136 HMB739 0.3062 0.0012 58.0 3rd 3rd 0.9692534513978573
HMB136 HMB843 0.4866 0.0153 67.0 2nd 2nd 0.9993263565342047
HMB136 HMB3085 0.2817 0.0066 59.0 3rd 3rd 0.9012074182001331
HMB136 HMB3086 0.2865 0.0078 57.0 3rd 3rd 0.9234751580663132
HMB136 HMB3087 0.294 0.0 55.0 3rd 3rd 0.9410241401417923
HMB136 HMB4022 0.5551 0.0015 66.0 2nd MHS 0.9641949910566389
HMB136 HMB4024 0.5744 0.0031 58.0 2nd HS 0.9999753071110925
HMB136 HMB5192 0.334 0.0 53.0 3rd 3rd 0.9928016188801145
HMB136 HMB5239 0.9744 0.0256 22.0 PO PO 1.0
HMB137 HMB656 0.6056 0.0226 67.0 2nd MHS 0.9729808827110681
HMB144 HMB161 0.5517 0.0063 45.0 2nd PHS 0.9904361336826853
HMB144 HMB163 0.37 0.0 45.0 3rd 3rd 0.9950298996461484
HMB144 HMB500 0.5139 0.0153 53.0 2nd PHS 0.8461152672154625
HMB144 HMB773 0.2867 0.0035 55.0 3rd 3rd 0.9191754982193473
HMB144 HMB775 0.2585 0.0 42.0 3rd 3rd 0.6995460166295825
HMB144 HMB776 0.245 0.0 50.0 3rd 3rd 0.5282694774251065
HMB144 HMB779 0.1951 0.0014 43.0 4th 4th 0.9288666387464533
HMB144 HMB780 0.2989 0.0039 48.0 3rd 3rd 0.9568565942471852
HMB144 HMB1047 0.3093 0.0173 59.0 3rd 3rd 0.9797383850158342
HMB144 HMB1050 0.3646 0.0023 55.0 3rd 3rd 0.9963361671527313
HMB144 HMB1051 0.2843 0.008 49.0 3rd 3rd 0.9148635722668705
HMB144 HMB2183 0.6052 0.0049 51.0 2nd PHS 0.8856662815490705
HMB144 HMB2184 0.2923 0.0041 45.0 3rd 3rd 0.939607271788996
HMB144 HMB2192 0.4982 0.004 54.0 2nd PHS 0.8056050973172488
HMB144 HMB2194 0.5698 0.0012 45.0 2nd PHS 0.9902571234419396
HMB144 HMB3011 0.3375 0.0025 43.0 3rd 3rd 0.9942111779305487
HMB144 HMB3022 0.3007 0.0035 52.0 3rd 3rd 0.9604626714030191
HMB144 HMB3043 0.2217 0.0042 43.0 4th 4th 0.7467795854535809
HMB144 HMB3070 0.29 0.0108 53.0 3rd 3rd 0.9387276334625779
HMB146 HMB5176 0.9793 0.0174 22.0 PO PO 1.0
HMB147 HMB2959 0.9781 0.0201 22.0 PO PO 1.0
HMB151 HMB364 0.2816 0.0036 54.0 3rd 3rd 0.8962583997492816
HMB151 HMB379 0.5036 0.0089 57.0 2nd GPAV 0.9998712222729126
HMB151 HMB2226 0.6007 0.0118 66.0 2nd MHS 0.9722398132362191
HMB151 HMB2227 0.4944 0.0158 63.0 2nd MHS 0.8607511512945512
HMB151 HMB2800 0.9709 0.0291 23.0 PO PO 1.0
HMB155 HMB154 0.9917 0.0079 24.0 PO PO 1.0
HMB155 HMB156 0.6251 0.0103 63.0 2nd MHS 0.9149608355018036
HMB155 HMB521 0.309 0.0118 45.0 3rd 3rd 0.9775742048600709
HMB155 HMB1078 0.9782 0.0174 22.0 PO PO 1.0
HMB155 HMB2925 0.972 0.0269 22.0 PO PO 1.0
HMB155 HMB5093 0.3103 0.0057 48.0 3rd 3rd 0.9769378331050832
HMB154 HMB156 0.9888 0.011 25.0 PO PO 1.0
HMB154 HMB521 0.4722 0.0062 38.0 2nd GP 0.9960904448429801
HMB154 HMB1078 0.4747 0.0 45.0 2nd GP 0.995601130671008
HMB154 HMB2925 0.5522 0.0042 46.0 2nd MGP 0.8019484600650257
HMB154 HMB5093 0.5266 0.0022 43.0 2nd GP 0.9995894923536628
HMB156 HMB521 0.5354 0.0101 59.0 2nd 2nd 0.9999958469580266
HMB156 HMB1078 0.3313 0.0012 56.0 3rd 3rd 0.9918665969751018
HMB156 HMB2925 0.3695 0.0062 60.0 3rd 3rd 0.9946898771065209
HMB156 HMB5093 0.4969 0.0095 50.0 2nd MGP 0.8701236797577047
HMB158 HMB159 0.9907 0.0067 26.0 PO PO 1.0
HMB160 HMB163 0.9706 0.0281 22.0 PO PO 1.0
HMB160 HMB340 0.3215 0.0054 54.0 3rd 3rd 0.9872172931759935
HMB160 HMB482 0.6199 0.0067 63.0 2nd MHS 0.9219691528914985
HMB160 HMB520 0.5536 0.0106 62.0 2nd MHS 0.8649174372433786
HMB160 HMB533 0.4866 0.0064 63.0 2nd MHS 0.8439844213187261
HMB160 HMB545 0.9929 0.0051 22.0 PO PO 1.0
HMB160 HMB655 0.3015 0.0263 65.0 3rd 3rd 0.9730323223068198
HMB160 HMB672 0.3058 0.0014 48.0 3rd 3rd 0.9686998955864671
HMB160 HMB739 0.3273 0.003 52.0 3rd 3rd 0.990239121015026
HMB160 HMB746 0.284 0.0024 51.0 3rd 3rd 0.906094792832491
HMB160 HMB748 0.3226 0.0046 47.0 3rd 3rd 0.9877886569247327
HMB160 HMB749 0.2118 0.004 45.0 4th 4th 0.8350059826554964
HMB160 HMB775 0.9789 0.0181 22.0 PO PO 1.0
HMB160 HMB776 0.9735 0.0244 22.0 PO PO 1.0
HMB160 HMB779 0.9614 0.0349 22.0 PO PO 1.0
HMB160 HMB780 0.9903 0.0076 22.0 PO PO 1.0
HMB160 HMB781 0.9825 0.0155 22.0 PO PO 1.0
HMB160 HMB784 0.9941 0.0025 22.0 PO PO 1.0
HMB160 HMB785 0.9979 0.0017 22.0 PO PO 1.0
HMB160 HMB934 0.9894 0.0079 22.0 PO PO 1.0
HMB160 HMB2175 0.1992 0.0015 43.0 4th 4th 0.9125745868853959
HMB160 HMB2176 0.3193 0.005 53.0 3rd 3rd 0.985537929113913
HMB160 HMB2974 0.2354 0.0045 44.0 4th 4th 0.5826910285917941
HMB160 HMB3024 0.9703 0.0283 22.0 PO PO 1.0
HMB160 HMB3077 0.2782 0.0013 53.0 3rd 3rd 0.8737404581110255
HMB160 HMB3078 0.2768 0.0 58.0 3rd 3rd 0.8626312340060516
HMB160 HMB3085 0.3796 0.0024 63.0 3rd 3rd 0.987806845252716
HMB160 HMB3087 0.3412 0.0026 51.0 3rd 3rd 0.9951782938613764
HMB160 HMB3089 0.179 0.003 45.0 4th 4th 0.9682068216451714
HMB160 HMB3125 0.2517 0.0021 50.0 3rd 3rd 0.6249795541407952
HMB161 HMB163 0.9785 0.0198 23.0 PO PO 1.0
HMB161 HMB500 0.6072 0.006 53.0 2nd PHS 0.8196929019905582
HMB161 HMB773 0.9893 0.0096 22.0 PO PO 1.0
HMB161 HMB775 0.9787 0.0205 23.0 PO PO 1.0
HMB161 HMB776 0.9724 0.0258 23.0 PO PO 1.0
HMB161 HMB779 0.9834 0.0154 22.0 PO PO 1.0
HMB161 HMB780 0.967 0.032 22.0 PO PO 1.0
HMB161 HMB965 0.5634 0.0017 62.0 2nd MHS 0.8615258448118727
HMB161 HMB1047 0.2693 0.0077 55.0 3rd 3rd 0.8258333357716472
HMB161 HMB1050 0.2733 0.0041 46.0 3rd 3rd 0.8474171810856115
HMB161 HMB1051 0.2821 0.0136 60.0 3rd 3rd 0.9126620612677352
HMB161 HMB1602 0.3073 0.013 66.0 3rd 3rd 0.9759252293905355
HMB161 HMB2095 0.3162 0.0028 66.0 3rd 3rd 0.9823355542061903
HMB161 HMB2183 0.609 0.007 49.0 2nd PHS 0.9491134736462852
HMB161 HMB2184 0.3289 0.005 50.0 3rd 3rd 0.9913107305824689
HMB161 HMB2192 0.533 0.0067 61.0 2nd HS 0.9993077209694102
HMB161 HMB2194 0.5335 0.001 55.0 2nd HS 0.999131632012259
HMB161 HMB3011 0.3644 0.0703 54.0 3rd+ 3rd+ 0.8549255833613676
HMB161 HMB3012 0.9864 0.0128 22.0 PO PO 1.0
HMB161 HMB3022 0.3711 0.0124 51.0 3rd 3rd 0.9931411152628092
HMB161 HMB3024 0.3106 0.0042 60.0 3rd 3rd 0.9767527728752903
HMB161 HMB3043 0.3114 0.0041 46.0 3rd 3rd 0.9776809714881076
HMB161 HMB3070 0.2927 0.0143 58.0 3rd 3rd 0.9494295797595177
HMB161 HMB5266 0.5501 0.025 65.0 2nd MHS 0.9467166820539602
HMB162 HMB718 0.9871 0.0102 22.0 PO PO 1.0
HMB162 HMB784 0.9924 0.0067 22.0 PO PO 1.0
HMB162 HMB785 0.9952 0.003 22.0 PO PO 1.0
HMB162 HMB857 0.9907 0.0064 22.0 PO PO 1.0
HMB162 HMB2290 0.9826 0.0154 22.0 PO PO 1.0
HMB163 HMB340 0.2234 0.0049 51.0 4th 4th 0.726693812402626
HMB163 HMB482 0.4004 0.0 61.0 3rd 3rd 0.906886721772577
HMB163 HMB500 0.3715 0.0 57.0 3rd 3rd 0.9944244411586463
HMB163 HMB520 0.3849 0.0013 55.0 3rd 3rd 0.9797965563516547
HMB163 HMB533 0.3514 0.0021 50.0 3rd 3rd 0.996739728600173
HMB163 HMB545 0.6527 0.0 34.0 2nd GP 0.999995996565728
HMB163 HMB655 0.2316 0.0069 58.0 4th 4th 0.6226187087966781
HMB163 HMB672 0.2471 0.0 49.0 3rd 3rd 0.5565213129937068
HMB163 HMB739 0.2445 0.0016 47.0 3rd 3rd 0.5280228630493256
HMB163 HMB746 0.1812 0.0014 48.0 4th 4th 0.9652106276099623
HMB163 HMB748 0.2348 0.0055 52.0 4th 4th 0.5866263507068081
HMB163 HMB749 0.1997 0.0 48.0 4th 4th 0.9123651724772849
HMB163 HMB773 0.5238 0.0071 61.0 2nd HS 0.9999816726022868
HMB163 HMB775 0.5556 0.2518 54.0 FS FS 1.0
HMB163 HMB776 0.4908 0.2859 55.0 FS FS 1.0
HMB163 HMB779 0.5086 0.1985 50.0 FS FS 1.0
HMB163 HMB780 0.5469 0.1817 59.0 FS FS 0.9999999999307143
HMB163 HMB781 0.4552 0.0129 56.0 2nd HS 0.9799549896078591
HMB163 HMB784 0.5824 0.0153 40.0 2nd PHS 0.9984971041997374
HMB163 HMB785 0.7006 0.0112 45.0 2nd PHS 0.9805108589534298
HMB163 HMB934 0.5475 0.0079 49.0 2nd PHS 0.963215920179516
HMB163 HMB965 0.2851 0.0015 55.0 3rd 3rd 0.9098500603382516
HMB163 HMB1047 0.2025 0.0036 50.0 4th 4th 0.8940016304948021
HMB163 HMB1050 0.185 0.0039 38.0 4th 4th 0.9559000967814173
HMB163 HMB1051 0.2194 0.0015 53.0 4th 4th 0.7773495024826541
HMB163 HMB1602 0.1887 0.0 52.0 4th 4th 0.9497532446256465
HMB163 HMB2176 0.2696 0.0013 49.0 3rd 3rd 0.8127796812357998
HMB163 HMB2183 0.3825 0.0061 50.0 3rd 3rd 0.9822994159233781
HMB163 HMB2184 0.2021 0.0205 46.0 4th 4th 0.8673903307662713
HMB163 HMB2192 0.3123 0.0101 61.0 3rd 3rd 0.9806579000432366
HMB163 HMB2194 0.3359 0.0117 54.0 3rd 3rd 0.9945261582197986
HMB163 HMB2974 0.1988 0.0043 41.0 4th 4th 0.9106389897762283
HMB163 HMB3011 0.3063 0.0012 55.0 3rd 3rd 0.9694145432836357
HMB163 HMB3012 0.4579 0.015 52.0 2nd MGP 0.864378182383307
HMB163 HMB3022 0.2419 0.0 55.0 4th 4th 0.5137155509089356
HMB163 HMB3024 0.499 0.033 60.0 2nd HS 0.8790750278601185
HMB163 HMB3043 0.2024 0.0042 46.0 4th 4th 0.8935865205228413
HMB163 HMB3070 0.2027 0.0015 49.0 4th 4th 0.8962022625875501
HMB163 HMB3077 0.2095 0.0033 49.0 4th 4th 0.8529160402967549
HMB163 HMB3078 0.1885 0.0014 46.0 4th 4th 0.9491769562582912
HMB163 HMB3085 0.2557 0.0013 48.0 3rd 3rd 0.6714056270586768
HMB163 HMB3087 0.2363 0.0013 45.0 4th 4th 0.5835279498952817
HMB163 HMB3125 0.1993 0.0057 53.0 4th 4th 0.906488915786718
HMB163 HMB5266 0.2818 0.0066 51.0 3rd 3rd 0.9016890688910855
HMB166 HMB2281 0.9841 0.0147 22.0 PO PO 1.0
HMB167 HMB170 0.9867 0.0098 22.0 PO PO 1.0
HMB167 HMB177 0.6091 0.0349 46.0 2nd PHS 0.9793103657257142
HMB167 HMB381 0.5299 0.0042 68.0 2nd MHS 0.9825198435536925
HMB167 HMB686 0.3219 0.0095 66.0 3rd 3rd 0.9882760067475492
HMB167 HMB2168 0.3006 0.0045 66.0 3rd 3rd 0.9608742527300745
HMB167 HMB2275 0.3342 0.0047 56.0 3rd 3rd 0.9933793145744966
HMB167 HMB2276 0.3132 0.001 66.0 3rd 3rd 0.9786829944736539
HMB167 HMB2283 0.263 0.0 48.0 3rd 3rd 0.7482152789684426
